6.0976,6.4304,0.9232,-2.2683
6.2918,5.8752,2.2235,1.3335
6.9273,5.7669,1.5689,2.5452
6.8512,5.1421,0.0912,1.0808
5.0404,6.6652,1.5058,-0.1816
6.5611,5.2365,1.0214,1.4102
5.2867,6.8893,0.7378,-1.5635
6.5485,5.9123,0.8403,-0.5667
5.0376,6.2353,0.9470,0.5664
6.3636,5.7190,0.5745,0.1493
6.3953,5.1205,1.0989,-1.0858
5.2579,5.6309,0.4521,0.6397
6.1404,5.8772,4.4545,-0.1395
5.3226,6.3062,0.2921,-0.1907
5.9326,5.4889,0.1731,0.3114
5.2764,5.3932,0.4600,-0.7760
6.6420,5.1942,1.8198,0.4254
6.2097,6.4785,0.0400,-0.0280
5.5656,5.2404,0.3512,-0.3536
5.8285,5.1283,1.1792,-0.7407
6.1332,5.5308,0.7408,0.1607
6.8586,5.6371,1.1008,-0.8590
5.2636,6.4327,0.3417,0.3416
5.0402,6.6579,0.0047,-1.2509
6.3556,5.5400,1.3288,1.8437
6.1445,5.4462,3.0523,1.5255
5.8943,6.6928,1.2022,0.9075
5.7930,6.7622,0.8705,-0.5858
6.7635,6.3851,1.2919,0.6064
6.2880,5.8477,0.9324,0.0018
5.0384,5.6031,1.0793,0.8377
5.8575,5.2709,0.3542,-1.4901
6.1399,6.1817,0.8541,1.2914
5.8628,6.7931,0.4582,1.3007
5.8717,6.7838,1.6409,-0.5858
6.8390,6.4285,6.7654,0.2988
5.2989,6.7363,0.1773,-0.9355
6.6960,6.6146,0.8419,0.2874
5.8144,5.1383,1.1954,1.7403
6.7328,6.9510,1.9366,-0.3641
5.0234,5.7200,1.3093,0.0827
5.1087,5.4000,0.0187,-1.2911
6.5874,5.4478,0.4237,0.1976
5.0637,5.3294,0.9715,0.4139
6.1545,5.4758,2.7213,0.7142
6.1798,6.4602,0.3739,2.2843
5.7964,5.4197,0.2060,-1.5560
5.5087,5.1161,0.5699,-0.0545
5.6236,6.3927,0.4744,0.1955
5.9074,6.0732,2.2698,-0.4716
6.9807,5.4338,1.0879,-0.7773
5.7669,6.1766,1.7781,1.1159
6.2580,6.7453,0.3196,-0.5497
6.9056,6.3750,0.2427,0.5211
6.8947,6.4617,0.2930,0.0943
5.0513,5.4149,0.5528,-1.4859
5.7483,5.9272,0.3252,1.0480
5.2351,6.0348,0.1416,0.2500
6.4337,5.7921,0.8334,-0.3320
5.9761,5.7112,2.8206,-0.2961
6.5307,6.4973,2.3405,0.1039
6.1690,6.9239,0.3455,-0.8296
5.4817,5.2006,0.0166,0.2071
6.5703,5.5635,0.8829,0.5235
5.1279,5.9713,3.7940,-0.3522
6.9231,5.4634,2.9822,0.8195
6.8828,6.5984,0.9955,-0.3825
6.6979,6.2358,0.0133,0.6917
5.6945,5.2963,4.0079,-0.4239
6.2789,5.7372,0.1472,-3.5148
6.6442,5.3797,0.7160,-0.2617
6.7244,6.9458,3.2400,-0.1794
6.8131,6.5481,0.4052,-0.1692
5.4645,5.2650,0.0549,-0.7639
6.4512,5.0229,1.4722,0.2640
5.4907,5.8411,0.8150,-0.6296
6.7211,6.4541,0.3152,-1.0628
5.9123,6.3666,1.1895,-0.8864
5.5670,5.7599,0.1999,1.0092
6.5548,5.5188,0.4681,0.7134
6.1752,5.5456,0.4634,-0.1844
5.0892,6.5996,0.0801,-1.3912
6.0377,5.6136,0.8617,0.1159
5.0707,5.8608,0.7134,0.3657
6.0724,6.3628,0.3252,-0.2821
6.9128,5.3743,2.3432,-0.9757
6.0876,5.9138,2.1374,1.7430
5.7981,6.8081,1.1713,-0.3219
6.3992,5.6554,1.4138,-1.2936
5.3211,6.5928,3.1983,0.6770
5.9163,6.1820,1.9500,0.6193
6.1515,6.6415,2.3952,-0.0586
6.6310,5.3188,0.9913,-0.6395
5.8481,5.5174,1.8907,-0.1485
5.0666,6.9180,0.4391,-0.3860
6.8586,5.1992,2.9059,-1.2306
6.7390,5.9083,0.3956,0.5798
5.0661,5.0312,0.5600,-1.3537
5.1361,5.5039,0.2500,-0.5735
5.0241,5.2310,0.9636,-0.3837
